Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Monthly,salary,age,python_yn,R_yn,spark,aws,excel
Data Scientist,₹548K - ₹598K,"JOB DESCRIPTION – Data Scientist
LTI (NSE: LTI) is a global technology consulting and digital solutions company helping more than 300 clients succeed in a converging world. With operations in 30 countries, we go the extra mile for our clients and accelerate their digital transformation with LTI’s Mosaic platform enabling their mobile, social, analytics, IoT and cloud journeys

Social Report:

LTI Wins the 2018 Stevie® Awards for Great Employers in Two Categories

LTI Recognized as the Winner of 2018 Microsoft App Innovation Award

TM 2019"">LTI Tops ITS Challengers List for the second consecutive year in Everest Group’s PEAK Matrix IT Service Provider of the Year 2019
Your Role

Data Scientist
Your Team
Your day at work will be like (Roles & Responsibilities)
Analyze raw data: assessing quality, cleansing, structuring for downstream processing
Applies intellectual curiosity and deep analytical thinking to mine large data sets for hidden gems of insight and correlation.
Design and implement high performance, accurate, scalable and robust analytical models in support of product and project objectives
Evolve the approach for the application of machine learning/deep learning to existing program and project disciplines
Collaborate with engineering team to bring analytical prototypes to production
Work experience in TAX domain is plus
Generate actionable insights for business improvements
Lead development and implementation of scalable algorithmic solutions for real-time operations and information flow systems
Ensure advanced agile standards are maintained in research, development, QA, and implementation phases
Ensure excellence in delivery to internal and external customers
Help establish standards in machine learning and statistical analysis to ensure consistency in quality across projects and teams and identify relevant process efficiencies

This job might be for you if you have the following skills (Skills, Experience)

Required Skills & Competencies
Advanced level proficiency with statistical, machine learning modelling techniques such as regression, decision trees, neural networks, support vector machines, supervised/unsupervised clustering techniques, experimental test design, etc.
Expert theoretical knowledge of machine learning modelling techniques and advanced applied skills in developing predictive targeting models within distributed computing platforms such as Hadoop, AWS, Azure, GCP using one or more tools like Spark, Scala, SAS, R, Python, Bayesian, H2O, Storm, Yarn, Kafka
Must have experience in statistical programming in R, Python, TensorFlow. SAS/SPSS/MATLAB are plus
Experience in Text Analytics
Experience working in a Unix/Linux environment for automating processes with shell scripting
Superior analytical skill combined with business discipline. Ability to perform insightful and actionable quantitative and qualitative analysis of the business.
Strong verbal and written communication skills coupled with demonstrated prior leadership within large teams
SQL: Data Warehouse, Teradata SQL
Big Data: Azure Storage, experience in any one flavor – Cloudera/Hortonwork/MapR
Reporting: Power BI, Excel
Additional Qualifications
5 to 10 years of experience
Full Time Bachelor's / Master's degree in Statistics, Applied Mathematics or Computer Science
Extensive experience applying machine learning algorithms, predictive modeling, data mining, and statistical analysis to solve business problems..

You will stand out if you have the following

(Good to have)
Your Place of work

Shivajinagar, Pune

Job Segment:
Database, Scientific, Engineer, Warehouse, Developer, Engineering, Technology, Manufacturing",3.5,"LTI
3.5",Mumbai,"Mumbai, India",10000+ employees,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,"Infosys, Accenture, Capgemini",0,548.0,23,1,0,1,1,1
Valuation Risk Analyst - data scientist,"₹2,425,730","About Swiss Re

Swiss Re is one of the world’s leading providers of reinsurance, insurance and other forms of insurance-based risk transfer, working to make the world more resilient. We anticipate and manage a wide variety of risks, from natural catastrophes and climate change to cybercrime.

At Swiss Re we combine experience with creative thinking and cutting-edge expertise to create new opportunities and solutions for our clients. This is possible thanks to the collaboration of our 15,000 employees across the world.

We offer a flexible working environment where curious and adaptable people thrive. Are you interested in joining us?



About the team:

Financial Risk Management (FRM) oversees all financial market and credit risks that arise throughout Swiss Re Group, from its core reinsurance businesses and the related investment and asset-liability matching activities. Within FRM, the Valuation Risk Management (VRM) is a global team responsible for identifying, monitoring, and reporting the risks to the valuations in the firm's asset portfolio. One of the team's main responsibilities is to perform the independent price verification (IPV) process to ensure that valuations reflected in financial statements are in line with accounting requirements and industry best practice.

Valuations assigned to financial instruments play a key role in understanding our portfolio and enabling appropriate decisions to be made. Valuations feed into our accounts, are at the core of P/L, determine the calibration of models, and form a key part of risk assessment. Inaccurate valuations distort the decision making process, and so it is clear that controls ensuring appropriate valuations are an essential part of the firm's operations. To ensure the firm is utilizing appropriate valuations, Swiss Re has developed an IPV process that formally assesses the quality of our valuations and acts to correct any issues.

Role and responsibilities:

This is a newly created role to help the Valuation Risk Management team in preparing the senior management reports and presentations, key risk indicator (KRI) Dashboards and working on other data driven analytical projects.

Innovation will be a key feature of this role. A curious mindset in finding and testing new technics in detecting patterns in data is required. Ability to come up with solutions to loosely defined business problems

Prepare stakeholder reports to simply and effectively communicate IPV results and valuation risk observations. Assist and oversee monthly control and reconciliation processes.

Requirements:

Bachelors in a quantitative discipline, e.g. Applied Mathematics, Engineering, Physics, Computer Science or similar. Those with data science certifications or Masters degree would be preferred,

1-3 years experience in producing detailed analysis reports on demand basis with tight deadlines and clearly communicating the result to senior management.

Candidates with exposure to data visualization techniques in analyzing the large data sets to come up with the signals/trends helpful in better understanding the market direction/deviations

Good understanding & hands-on experience with machine learning and statistics. Strong experience in advanced analytics platforms such as Python & R, Power BI/other analytical tools. Good command of MS Excel including Pivot tables and VBA is must.

Basic understanding of the independent price verification (IPV) process to understand how to value financial instruments and determine whether assets are valued correctly or need to be corrected are preferred but not mandatory.

Ability to work in cross-cultural environment and Ready to work with ambiguity

Excellent oral and written communication skills

Self-starter and able to work independently
Swiss Re",3.8,"Swiss Re
3.8",Bengaluru,"Zurich, Switzerland",10000+ employees,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,₹500+ billion (INR),"Munich Re, Hannover RE, SCOR",0,2425730.0,157,1,0,0,0,1
Data Scientist,"₹773K - ₹1,031K","ABB (ABBN: SIX Swiss Ex) is a pioneering technology leader with a comprehensive offering for digital industries. With a history of innovation spanning more than 130 years, ABB is today a leader in digital industries with four customer-focused, globally leading businesses.

Electrification, Industrial Automation, Motion, and Robotics & Discrete Automation, supported by its common ABB Ability™ digital platform. ABB’s market-leading Power Grids business will be divested to Hitachi in 2020. ABB operates in more than 100 countries with about 147,000 employees.

ABB Industrial Automation is writing the future of safe and smart operations. With our deep industry knowledge and automation expertise, we understand the needs of our customers and enable them to lead through safer, more productive, and energy-efficient operations.

Reporting to the Head- Solution & Value Engineering, you will be supporting to strategic corporate technology direction by focusing on solving industrial problems through reliable research work.Your responsibilitiesYour backgroundMore about usBring your very own sense of pride and purpose as you help us drive forward the Fourth Industrial Revolution – creating a sustainable future for our planet, and your career. Join ABB and harness the power of our diverse global network, as you collaborate with and learn from our world-class teams. Above all, challenge yourself every day. Let’s write the future, together.

Important, please include in your CV the following passage:

“I hereby agree for my personal data, included in my job application, to be processed in line with the needs of recruitment, in accordance with the Law on Personal Data Protection of 29th August 1997 (Law Gazette from 2002, No.101, heading 926, as amended)”",3.9,"ABB
3.9",Bengaluru,"Zurich, Switzerland",10000+ employees,1891,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,₹500+ billion (INR),"GE, Siemens, Schneider Electric",0,773.0,129,0,0,0,0,0
Data Scientist Sales & Channel,"₹338,586","HP is the worlds leading personal systems and printing company, we create technology that makes life better for everyone, everywhere. Our innovation springs from a team of individuals, each collaborating and contributing their own perspectives, knowledge, and experience to advance the way the world works and lives.
We are looking for visionaries, like you, who are ready to make a purposeful impact on the way the world works.
At HP, the future is yours to create!
If you are our Data Scientist in India, you will get an opportunity to work on below.

o Mines data using modern tools and programming languages.
o Defines and implements models to uncover patterns and predictions creating business value and innovation.
o Works with the business to understand the business domain perspective.
o Effectively tells stories with the data using visualization tools/methods to demonstrate insight impact and business value.
o Assures accuracy, integrity, and compliance of cleansed data.
o Maintains proficiency within the data science domain by keeping up with technology and trend shifts.
o Leads a project team of data science professionals
o Collaborates and communicates with project team regarding project progress and issue resolution.
o Represents the data science team for all phases of larger and more-complex development projects.
o Provides guidance, training and mentoring to less experienced staff members.

Are you a high-performer? We are looking for an individual with:

o Using statistics, mathematics, algorithms and programming languages.
o Understanding of how to manage disparate unstructured and structured data in a distributed environment.
o Fluent in structured and unstructured data and modern data transformation methodologies.
o Ability to create models to pull valuable insights from data.
o Create stories and visualizations to describe and communicate data insights.
o Ability to use creativity to spot trends and tease out patterns in large datasets.

#LIPOST",4.1,"HP Inc.
4.1",Bengaluru,"Palo Alto, CA",10000+ employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,338586.0,81,0,0,0,0,0
Assistant Manager - Data Scientist,"₹786,296","With a startup spirit and 90,000 curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.
Are you the one we are looking for?
We are inviting applications for the role of Assistant Manager, Data Science
We're looking for a Data Scientist who would be responsible for building various offerings as requested by the clients on a regular basis. The individual must be an active contributor to the overall objective of the project.
Responsibilities
In this role, you will be responsible for all the following activities;
Execute results by Business Intelligence and Analysis, Designing, Testing, Migration, Production Support, and Implement automation.
Experience in Core statistical modeling, matching algorithms, with specific exposure to MIXED model techniques and forecasting methodologies. Knowledge of Machine Learning techniques, including decision tree learning, clustering, artificial neural networks, etc., and their pros and cons
Coordinate with various technical/functional teams to implement models and monitor results
Develop processes, techniques, and tools to analyze and supervise model performance while ensuring data accuracy
Use predictive models to improve customer experience, ad targeting, revenue generation, and more
Manage day-to-day delivery independently and in collaboration with clients on a variety of projects by acquiring project specifications, required clarifications, and eventually presenting results/findings to the clients.
Experience using and developing data architectures
Proficiency in Big data handling tools such as Python/R programming knowledge
Interpret written business requirements and technical specification documents.
Qualifications we seek in you
Minimum qualifications
Master’s / Graduation in Business Analytics
Preferred qualifications
Good Interpersonal Skills.
Must possess problem solving skills and be proactive in researching solutions.
Advanced Excel skills (i.e. complex formulas)
Good analytical and problem-solving skills
Experience in using charting/reporting and the visual display of data on advanced visualization tools like Tableau/Power BI / Qlik.
Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube.",3.6,"Genpact
3.6",Bengaluru,"New York, NY",10000+ employees,1997,Company - Public,IT Services,Information Technology,₹100 to ₹500 billion (INR),"Accenture, IBM, Capgemini",0,786296.0,23,1,0,0,1,1
Data Scientist,"₹4,089K - ₹4,589K","Job Title
Data Scientist

30-Jun-2020

No. of Positions
2

Job Description
General Position Definition
Incumbent is responsible for developing analytical models for projects collaborating with different business stakeholders & other partners and working across a range of technologies and tools.
The ideal candidate has strong background in quantitative skills (like statistics, mathematics, advanced computing, machine learning) and has applied those skills in solving real world problems across different businesses / functions.
Purpose
Develops analytics models using specialized tools based on the business problem and data available
Identifies the right set of models and develops the right code / package to execute them
Evaluates the validity of the model (both scientifically as well as from a business perspective)
Support the Data Science Team Lead in design and execution of analytics projects
Work with Shell stakeholders and subject matter experts to complete tasks and deliverables on projects
Skills
Stakeholder Engagement Skills
Working collaboratively across multiple sets of stakeholders – business SMEs, IT, Data teams, Analytics resources, etc. to deliver on project deliverables and tasks
Identify actionable insights that directly address challenges / opportunities
Articulate business insights and recommendations (based on model output) to respective stakeholders
Understanding business KPI's, frameworks and drivers for performance
Proficiency Level: Skill
Auto req ID
141665BR

Country of Work Location
India

Employment Type
Full Time

Company Description
The aim of the Shell Business Operations, Chennai is to provide the Group with operational excellence through highlighting and utilizing process improvements and functional efficiencies as well as by leveraging economies of scale. Currently, the Chennai centre provides a wide range of finance, accounting and business services to Shell operating companies across several business sectors globally.

Set up in September 2007, the Chennai centre has grown rapidly and now , in its fourth year of operations , it has crossed the 1600 staff mark. The centre is located in the RMZ Millennia Business Park, where the Shell campus is a LEED Platinum building with world class infrastructure. The business is expected to grow further over the next two years and infrastructural additions to support this have been planned.

The main focus in Chennai is on Finance Operations which supports delivery of the global Finance functional plan. There is also a ‘Downstream India’ - Customer Services Team that handles lubricant depot ordering within the country. The Shell Business Operations (SBO Team) manages the centre facilities and supports business partners’ operations on site. There is a strong focus at SBO on safety & well being of staff and on its three core values: Compliance, Intervention & Respect.

Disclaimer
Please note: We occasionally amend or withdraw Shell jobs and reserve the right to do so at any time, including prior to the advertised closing date.

Before applying, you are advised to read our data protection policy. This policy describes the processing that may be associated with your personal data and informs you that your personal data may be transferred to Royal Dutch/Shell Group companies around the world.

The Shell Group and its approved recruitment consultants will never ask you for a fee to process or consider your application for a career with Shell. Anyone who demands such a fee is not an authorised Shell representative and you are strongly advised to refuse any such demand.

Shell is an Equal Opportunity Employer.

Work Location
Chennai - RMZ Millenia

Requirements
Industry / Functional Expertise
Provide deep business expertise preferably Oil & Gas - Upstream or Downstream businesses. (If these are not available, willing to consider other industries that are similar or related - manufacturing, mining, power generation, etc.)
functional expertise in any one or more of the following industry / functional areas
Customer / Marketing – pricing analytics, churn prediction, cross-sell / up-sell, Market Basket Analysis, Product Recommendation, Marketing Mix Modeling, Campaign design and effectiveness testing, Network Modeling, Customer segmentation, propensity analysis, customer lifetime value, profitability analysis, Customer experience (incl. voice of customer), CRM, Loyalty program management,
Online & Offline –Strong Campaign Analyses experience in both online & offline. Should have worked with multiple social media data, understands campaign effectiveness study and experienced in planning/targeting for CRM activities based on learning from previous activities, strong knowledge of all kinds of marketing data
Proficiency Level: Mastery
Modeling and Technology Skills
Deep expertise in machine learning techniques (supervised and unsupervised) statistics / mathematics / operations research including (but not limited to):
Advanced Machine learning techniques: Decision Trees, Neural Networks, Deep Learning, Support Vector Machines, Clustering, Bayesian Networks, Reinforcement Learning, Feature Reduction / engineering, Anomaly deduction, Natural Language Processing (incl. Theme deduction, sentiment analysis, Topic Modeling), Natural Language Generation
Statistics / Mathematics: Data Quality Analysis, Data identification, Hypothesis testing, Univariate / Multivariate Analysis, Cluster Analysis, Classification/PCA, Factor Analysis, Linear Modeling, Logit/Probit Model, Affinity & Association, Time Series, DoE, distribution / probability theory
Strong experience in specialized analytics tools and technologies (including, but not limited to)
Python, Azure Analysis Services
Spotfire, PowerBI
Awareness of Data Bricks, Apache Spark, Hadoop
Awareness of Agile / Scrum ways of working
Identify the right modeling approach(es) for given scenario and articulate why the approach fits
Assess data availability and modeling feasibility
Review interpretation of models results
Evaluate model fit and based on business / function scenario
Proficiency Level: Skill-to-Mastery
Special Challenges
Rapid onboarding on projects, understanding analytics goal and working with ill-defined datasets
Communicating technical jargon in plain English to colleagues within Data Science team and outside
Virtual working with network of colleagues located throughout the globe
Dimensions
Support design and delivery of analytics projects, within or cutting across upstream and downstream business units in Shell
Experience
5+ years of relevant experience in Retail domain
Advanced university degree in Mathematics, Statistics, Engineering, Economics, Quantitative Finance, OR, etc.
Good interpersonal communication skills and influencing skills
Eagerness to learn and ability to work with limited supervision
SBO Location
Chennai

City, State (if applicable)
Chennai",4.0,"Shell
4.0",Chennai,"Houston, TX",10000+ employees,1907,Company - Public,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",₹500+ billion (INR),"ExxonMobil, BP, Chevron",0,4089.0,113,1,0,1,0,1
Data Scientist,"₹991,337","You will be designing and operationalize various kinds of descriptive, predictive and prescriptive analytics relevant in the planning space. While the analysis can happen in R, Python, Excel, SQL or o9’s tool, ensure the results are presented in a usable fashion for consumption in the o9 platform.

Who is o9?
Smart. Simple. Fun. All words to describe our environment at o9 Solutions. An exciting and high energy environment that drives us to grow and AIM 10x. The perfect place to be innovative, collaborative and dynamic as an organization. We’re always looking for great talent to join our o9 team.

Company Overview
o9 is the premier AI-powered platform for driving digital transformations of integrated planning and operations capabilities. We help enterprises to digitally transform their supply chain with a cloud-based platform that connects the supply chain end-to-end. Whether it is driving demand, aligning demand and supply, or managing P&L, any process can be made faster and smarter with o9’s AI-powered digital solutions.

Our headquarters is located in Dallas, and we currently have offices in Amsterdam, Barcelona, Bangalore, Tokyo, and Seoul. We expanded our value-adding activities to companies including Google, Nike, Walmart, Starbucks, Bridgestone, Caterpillar, Pirelli, General Electric, etc.

Job description:
What you will be doing?
Experience using statistical computer languages (R, Python, SQL, SAS, etc.) to manipulate data and draw insights from large data sets.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Exposure to distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.
Experience in genetic algorithms, logistic and linear regression, PCA, decision tree analysis and statistical methods
Deep understanding of common business metrics and the ability to generate new ones as needed
Improve upon existing methodologies by developing new data sources, testing model enhancements, and fine-tuning model parameters.
What you need:
4+ years of experience in implementing ML algorithms using R and/or Python, preferably in the planning domain. (Hiring for both junior and senior roles based on the relevant experience).
Ability to analyze problems by synthesizing complex information, evaluating alternate methods and articulating the result with the relevant assumptions/reasons
Knowledge of statistical and machine learning algorithms
Experience of applying analytics in the field of planning, using advanced ML algorithms like demand planning, market intelligence, optimal assortments/pricing/inventory levels, etc.
Experience in implementing planning applications will be a plus
Knowledge of SQL, experience with ETL tools like Informatica/SSIS will be a plus
Having an educational background in Operations Research/Industrial Engineering/Business Analytics will be a plus.

What you get:
Competitive compensation and benefits
Flexible working schedule
Extended possibilities to travel
Exposure to the biggest brands in the world
A very strong entrepreneurial culture
A great team to support you and you can support
Possibility to really make a difference in a scale-up environment
International working environment

o9 is an equal opportunity employer and seeks applicants of diverse backgrounds and hires without regard to race, colour, gender, religion, national origin, citizenship, age, sexual orientation or any other characteristic protected by law.",3.4,"o9 Solutions, Inc.
3.4",Bengaluru,"Dallas, TX",201 to 500 employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹1 to ₹5 billion (INR),-1,0,991337.0,11,1,0,1,0,1
Data Analyst,"₹1,083K - ₹1,244K","Purpose: Data Analyst will be responsible for collecting data from various sources and ensuring data integrity; maintaining and managing current database; performing statistical and qualitative data analysis; modelling data with the goal of discovering useful business insights and creating reports with business insights generated during data analysis.

This role actively supports reporting project schedules, deployment plans, Work allocation, key statuses of projects as well as supporting Project Managers and other functional mangers on the development of the projects.

Essential Functions:
Responsible for periodical reporting on the projects performance.
Explore and analyze datasets with tools like Excel – once the data is organized you're going to need a tool like Excel to help explore and analyze it.
Visualize data insights and communicate your findings to teams across the organization – few people enjoy looking at tables and sheets so data visualization is going to be a necessity for some roles.
Work with peers in data team to enhance and improve current tools and dashboard, as well as develop new ones.
Identify trends and patterns in complex data sets
Data analysis and results interpretation using statistical techniques
Developing and implementing data analyses, data collection systems and other strategies that optimize statistical efficiency and quality
Contribute to the collection of data from primary and secondary data sources
Should be able to work on multiple projects at the same time.
Reporting on key statuses of projects, identifying issues and their impact, and recommending solutions proactively.
Willing to work in both India and US time zones.
Willing to work in shifts.
Knowledge/Skills/Abilities:

Required:
Minimum of a Bachelor's degree or equivalent.
Minimum 3 years of experience in data analysis techniques (especially MS Excel) and data manipulation
Strong working knowledge of MS Office products
Ability to work with large amounts of data: facts, figures, and number crunching
Familiarity with database systems, Excel, and other data manipulation technologies (Example, word processors like Epsilon), and data visualization platform
Excellent analytical and logical reasoning skills
Excellent communication skills, both verbal and written
Physical Demands:
Frequent sitting.
Travel may be required",3.2,"Aclara
3.2",Hyderabad,"Saint Louis, MO",501 to 1000 employees,1995,Company - Public,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,"Itron, Opower, Landis+Gyr",0,1083.0,25,0,0,0,0,1
"Data Scientist II, Consumer Payments","₹1,500,000","The Amazon Payments Team manages all Amazon branded payment offerings, globally. These offerings are growing rapidly and we are continuously adding new market-leading features and launching new products. Our payments products (Amazon Co-Branded Credit Cards, Gift Cards, Points, Shop with Points and Installments ) provide the most innovative payment experience on and off Amazon. We manage a financial services ad serving platform (billions of impressions per year) through Amazons purchase path where we offer Amazon branded and non-branded payment products and services. Our team of high caliber software developers, statisticians, analysts and product managers use rigorous quantitative approaches to ensure that we target the right product to the right customer at the right moment, managing tradeoffs between click through rate, approval rates and lifetime value. We leverage the wealth of Amazons information to build a wide range of probabilistic models, set up experiments that ensure that we are thriving to reach global optimums and leverage Amazons technological infrastructure to display the right offerings in real time. We work closely with product managers to understand their business, collect requirements and deliver high value analytics and insights for the Amazon Payments team that drive acquisition, usage and loyalty. Our petabytes of data has the ability to improve the shopping experience for hundreds of millions of consumers worldwide. Our goal is to delight our customers with their purchasing experience. Those of us who love to work with data see this as the pinnacle of opportunities that you cannot find anywhere else in the world.

We are looking for an outstanding Data Scientist that is able to comprehend the details behind the Amazon Payments Products business, understand/clarify business requirements, transform volumes of data into actionable insights, serve as the technical/statistics SME, help us improve our targeting methods/models by initiating innovative/creative projects, lead analytical discussions and road map, work across teams and influence the analytical direction of external teams, combine expert statistical/modeling knowledge with programming skills to manage and deliver on complex/critical analysis projects, independently identify and resolve business/technical issues, develop best practices and support our product managers across the world. Amazon.com has a culture of data-driven decision-making, and demands business intelligence that is timely, accurate, innovative and actionable.

Basic Qualifications

· Bachelor's degree in a quantitative field (i.e. math, engineering, statistics, finance, or similar)
· 4+ years of relevant work experience in data science, business analytics, business intelligence, or comparable experience
· Strong proficiency in MS Excel and relational databases - e.g. Redshift, SQL, ETL, Data Warehouse, etc.
· Deep understanding of common business metrics and the ability to generate new ones as needed
· Strong verbal/written communication & data presentation skills, including an ability to effectively communicate with both business and technical teams
· An ability to thrive in a highly ambiguous, fast-paced and rapidly-changing environment
· Ability to lead large projects and drive through completion

Preferred Qualifications

· Masters degree in an analytical field (or equivalent experience)
· 2+ years of relevant work experience in data science, business analytics, business intelligence (BI), or comparable experience
· Practical experience in programing or scripting languages like Python, VBA, etc.
· Familiarity with AWS solutions such as EC2, DynamoDB, and S3
· Financial service experience is a plus",4.3,"Amazon
4.3",Bengaluru,"Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Google, Microsoft, Walmart",0,1500000.0,26,1,0,0,1,1
Data Scientist,₹21K - ₹23K,"Experience
1 - 5 years of relevant experience building AI/ML models and rich experience in python.

Reports To


Director - Product Management

Qualification

Bachelor's Degree in a technology or technical related field (e.g., Computer Science, Industrial Engineering, Applied Math/Statistics). Post-graduation preferred

Roles & Responsibilities
Must Have
Strong coding experience with programming tools R, Python, Unix, SQL, Git/SVN
Ability to work on data science projects from problem formulation, requirement gathering, design, coding, assessment through production implementation.
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Trees, Random Forest, etc.
Ability to understand business problems from domain experts and develop predictive models using python/R.
Ability to work with large volumes of data; extract and manipulate large datasets using standard tools such as Python, and SQL
Ability to communicate complex concepts and the results of the models and analyses to technical and non-technical audience
Ability to apply best in class approaches and innovative ideas in developing models
Flexibility to work across India and US time zones
Exceptional problem solving and communication skills
Powered by JazzHR",3.5,"iNVERTEDi IT Consultancy Pvt Ltd
3.5",India,"Chandigarh, India",1 to 50 employees,2011,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,21.0,9,1,0,0,0,1
Data Scientist,"₹991,337","You will be designing and operationalize various kinds of descriptive, predictive and prescriptive analytics relevant in the planning space. While the analysis can happen in R, Python, Excel, SQL or o9’s tool, ensure the results are presented in a usable fashion for consumption in the o9 platform.

Who is o9?
Smart. Simple. Fun. All words to describe our environment at o9 Solutions. An exciting and high energy environment that drives us to grow and AIM 10x. The perfect place to be innovative, collaborative and dynamic as an organization. We’re always looking for great talent to join our o9 team.

Company Overview
o9 is the premier AI-powered platform for driving digital transformations of integrated planning and operations capabilities. We help enterprises to digitally transform their supply chain with a cloud-based platform that connects the supply chain end-to-end. Whether it is driving demand, aligning demand and supply, or managing P&L, any process can be made faster and smarter with o9’s AI-powered digital solutions.

Our headquarters is located in Dallas, and we currently have offices in Amsterdam, Barcelona, Bangalore, Tokyo, and Seoul. We expanded our value-adding activities to companies including Google, Nike, Walmart, Starbucks, Bridgestone, Caterpillar, Pirelli, General Electric, etc.

Job description:
What you will be doing?
Experience using statistical computer languages (R, Python, SQL, SAS, etc.) to manipulate data and draw insights from large data sets.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Exposure to distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.
Experience in genetic algorithms, logistic and linear regression, PCA, decision tree analysis and statistical methods
Deep understanding of common business metrics and the ability to generate new ones as needed
Improve upon existing methodologies by developing new data sources, testing model enhancements, and fine-tuning model parameters.
What you need:
4+ years of experience in implementing ML algorithms using R and/or Python, preferably in the planning domain. (Hiring for both junior and senior roles based on the relevant experience).
Ability to analyze problems by synthesizing complex information, evaluating alternate methods and articulating the result with the relevant assumptions/reasons
Knowledge of statistical and machine learning algorithms
Experience of applying analytics in the field of planning, using advanced ML algorithms like demand planning, market intelligence, optimal assortments/pricing/inventory levels, etc.
Experience in implementing planning applications will be a plus
Knowledge of SQL, experience with ETL tools like Informatica/SSIS will be a plus
Having an educational background in Operations Research/Industrial Engineering/Business Analytics will be a plus.

What you get:
Competitive compensation and benefits
Flexible working schedule
Extended possibilities to travel
Exposure to the biggest brands in the world
A very strong entrepreneurial culture
A great team to support you and you can support
Possibility to really make a difference in a scale-up environment
International working environment

o9 is an equal opportunity employer and seeks applicants of diverse backgrounds and hires without regard to race, colour, gender, religion, national origin, citizenship, age, sexual orientation or any other characteristic protected by law.",3.4,"o9 Solutions, Inc.
3.4",Bengaluru,"Dallas, TX",201 to 500 employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹1 to ₹5 billion (INR),-1,0,991337.0,11,1,0,1,0,1
Data Scientist,₹5K - ₹6K,"Description
We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products.
You will be responsible for researching, innovate and implementing state-of-the-art algorithms using deep learning, reinforcement learning techniques in Natural Language Processing task, Machine Reading Comprehension, Recognizing Textual Entailment, Document Classification, Text Analytics, Sentiment Analysis, recommendation engine, A/B testing and more.
Responsibilities
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods
Extending company’s data with third party sources of information when needed
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner
research and innovation of state-of-the-art papers in NLP problems
Working with Backend Engineers to ship your models to production and publish research in top journals e.g.: NIPS, Arxiv and Nature
Skills and Qualifications
Proficiency in Python, R or Java and data science tools.
Experience in modern Deep Learning and Natural Language Processing / Natural Language Understanding (NLP, NLU), including Neural Networks, RNNs, seq2seq+attention models, and real world machine learning in TensorFlow.
Great communication skills
Experience with data visualisation tools, such as D3.js, GGplot, etc.
Proficiency in using query languages such as SQL, Hive or Pig.
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Experience building production-ready NLP systems
Familiarity with non-standard machine intelligence models (Reinforcement Learning, Hierarchical Temporal Memory, Capsule Networks) is a plus
Familiarity with Distributed systems (Docker, Kubernetes, Kafka, Spark, Redis, AWS S3/EC2/RDS/KMS, MongoDB, or Lucene) is a plus
Proficient understanding of code versioning tools such as Git, Mercurial or SVN, continuous integration tool like Jenkins.
Bachelor’s degree or higher in a technical field of study
Job Location: Indore | Openings",4.6,"GenieTalk
4.6",Indore,"Mumbai, India",1 to 50 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,5.0,4,1,0,1,1,0
